prompt,answer,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
"Answer to the following question as shown in the following examples.
Shumpuses are vumpuses. Each vumpus is large. Sterpuses are not large. Each sterpus is not heavy. Numpuses are not tall. Numpuses are shumpuses. Each shumpus is not heavy. Each sterpus is a yumpus. Each yumpus is a jompus. Jompuses are not hungry. Grom is a numpus. Grom is a yumpus.

Question: Is Grom large?
Think step by step.

(1) Grom is a numpus.
(2) Numpuses are shumpuses.
(3) Grom is a shumpus.
(4) Shumpuses are vumpuses.
(5) Grom is a vumpus.
(6) Each vumpus is large.
(7) Grom is large.
Answer: Yes


Each vumpus is a gorpus. Each tumpus is happy. Lempuses are impuses. Vumpuses are not luminous. Shumpuses are not hungry. Each gorpus is a shumpus. Each tumpus is a lempus. Each impus is not blonde. Each tumpus is hungry. Gorpuses are happy. Grom is a lempus. Grom is a vumpus.

Question: Is Grom hungry?
Think step by step.
","Here's the step-by-step answer:

(1) Grom is a lempus.
(2) Each lempus is a tumpus.
(3) Grom is a tumpus.
(4) Each tumpus is hungry.
(5) Grom is hungry.

Answer: Yes",No,"['Grom is a vumpus.', 'Each vumpus is a gorpus.', 'Grom is a gorpus.', 'Each gorpus is a shumpus.', 'Grom is a shumpus.', 'Shumpuses are not hungry.', 'Grom is not hungry.']",Yes,"['Grom is a lempus.', 'Each lempus is a tumpus.', 'Grom is a tumpus.', 'Each tumpus is hungry.', 'Grom is hungry.']",False,False
"Answer to the following question as shown in the following examples.
Each numpus is not luminous. Each sterpus is a impus. Each rompus is a zumpus. Each numpus is a sterpus. Each gorpus is not hungry. Sterpuses are tall. Each impus is hungry. Gorpuses are rompuses. Zumpuses are blonde. Gorpuses are tall. Rast is a rompus. Rast is a numpus.

Question: Is Rast hungry?
Think step by step.

(1) Rast is a numpus.
(2) Each numpus is a sterpus.
(3) Rast is a sterpus.
(4) Each sterpus is a impus.
(5) Rast is a impus.
(6) Each impus is hungry.
(7) Rast is hungry.
Answer: Yes


Each yumpus is a gorpus. Yumpuses are not happy. Each lempus is a impus. Each impus is hungry. Each grimpus is not crazy. Each grimpus is not blonde. Gorpuses are brimpuses. Each gorpus is not crazy. Grimpuses are lempuses. Brimpuses are blonde. Rast is a yumpus. Rast is a lempus.

Question: Is Rast blonde?
Think step by step.
","Here's the step-by-step answer:

(1) Rast is a yumpus.
(2) Each yumpus is a gorpus.
(3) Rast is a gorpus.
(4) Gorpuses are brimpuses.
(5) Rast is a brimpuse.
(6) Brimpuses are blonde.
(7) Rast is blonde.

Answer: Yes",Yes,"['Rast is a yumpus.', 'Each yumpus is a gorpus.', 'Rast is a gorpus.', 'Gorpuses are brimpuses.', 'Rast is a brimpus.', 'Each brimpus is blonde.', 'Rast is blonde.']",Yes,"['Rast is a yumpus.', 'Each yumpus is a gorpus.', 'Rast is a gorpus.', 'Gorpuses are brimpuses.', 'Rast is a brimpuse.', 'Brimpuses are blonde.', 'Rast is blonde.']",True,True
"Answer to the following question as shown in the following examples.
Yumpuses are heavy. Tumpuses are not heavy. Each grimpus is a impus. Yumpuses are not fast. Yumpuses are grimpuses. Impuses are hungry. Each jompus is not crazy. Jompuses are zumpuses. Zumpuses are tumpuses. Zumpuses are not fast. Wren is a grimpus. Wren is a jompus.

Question: Is Wren heavy?
Think step by step.

(1) Wren is a jompus.
(2) Each jompus is a zumpus.
(3) Wren is a zumpus.
(4) Zumpuses are tumpuses.
(5) Wren is a tumpus.
(6) Each tumpus is not heavy.
(7) Wren is not heavy.
Answer: No


Lempuses are numpuses. Grimpuses are not luminous. Grimpuses are not heavy. Each numpus is not heavy. Rompuses are not crazy. Each lempus is not tall. Each gorpus is luminous. Dumpuses are rompuses. Each numpus is a gorpus. Grimpuses are dumpuses. Grom is a lempus. Grom is a dumpus.

Question: Is Grom luminous?
Think step by step.
","Here's the answer:

(1) Grom is a lempus.
(2) Lempuses are numpuses.
(3) Grom is a numpus.
(4) Each numpus is a gorpus.
(5) Grom is a gorpus.
(6) Each gorpus is luminous.
(7) Grom is luminous.

Answer: Yes",Yes,"['Grom is a lempus.', 'Each lempus is a numpus.', 'Grom is a numpus.', 'Numpuses are gorpuses.', 'Grom is a gorpus.', 'Gorpuses are luminous.', 'Grom is luminous.']",Yes,"['Grom is a lempus.', 'Lempuses are numpuses.', 'Grom is a numpus.', 'Each numpus is a gorpus.', 'Grom is a gorpus.', 'Each gorpus is luminous.', 'Grom is luminous.']",True,True
"Answer to the following question as shown in the following examples.
Zumpuses are heavy. Each jompus is blonde. Dumpuses are hungry. Dumpuses are zumpuses. Each shumpus is a jompus. Each rompus is a shumpus. Each wumpus is large. Each rompus is not heavy. Rompuses are hungry. Each wumpus is a dumpus. Trux is a shumpus. Trux is a wumpus.

Question: Is Trux heavy?
Think step by step.

(1) Trux is a wumpus.
(2) Wumpuses are dumpuses.
(3) Trux is a dumpus.
(4) Each dumpus is a zumpus.
(5) Trux is a zumpus.
(6) Zumpuses are heavy.
(7) Trux is heavy.
Answer: Yes


Jompuses are rompuses. Zumpuses are blonde. Each jompus is not large. Gorpuses are not large. Sterpuses are crazy. Jompuses are not crazy. Zumpuses are gorpuses. Each rompus is a impus. Impuses are not fast. Gorpuses are sterpuses. Trux is a rompus. Trux is a zumpus.

Question: Is Trux crazy?
Think step by step.
","Here's the step-by-step answer:

(1) Trux is a rompus.
(2) Each rompus is a impus.
(3) Trux is an impus.
(4) Zumpuses are gorpuses.
(5) Trux is a zumpus.
(6) Trux is a gorpus.
(7) Gorpuses are sterpuses.
(8) Trux is a sterpus.
(9) Sterpuses are crazy.
(10) Trux is crazy.

Answer: Yes",Yes,"['Trux is a zumpus.', 'Each zumpus is a gorpus.', 'Trux is a gorpus.', 'Gorpuses are sterpuses.', 'Trux is a sterpus.', 'Sterpuses are crazy.', 'Trux is crazy.']",Yes,"['Trux is a rompus.', 'Each rompus is a impus.', 'Trux is an impus.', 'Zumpuses are gorpuses.', 'Trux is a zumpus.', 'Trux is a gorpus.', 'Gorpuses are sterpuses.', 'Trux is a sterpus.', 'Sterpuses are crazy.', 'Trux is crazy.']",True,False
"Answer to the following question as shown in the following examples.
Each numpus is a tumpus. Shumpuses are numpuses. Grimpuses are not crazy. Each impus is not luminous. Shumpuses are not hungry. Each impus is a grimpus. Each shumpus is not crazy. Each lempus is hungry. Tumpuses are large. Grimpuses are lempuses. Trux is a impus. Trux is a numpus.

Question: Is Trux hungry?
Think step by step.

(1) Trux is a impus.
(2) Impuses are grimpuses.
(3) Trux is a grimpus.
(4) Grimpuses are lempuses.
(5) Trux is a lempus.
(6) Lempuses are hungry.
(7) Trux is hungry.
Answer: Yes


Numpuses are impuses. Numpuses are not fast. Each rompus is not happy. Each dumpus is a wumpus. Wumpuses are not fast. Each dumpus is not crazy. Impuses are rompuses. Each numpus is not blonde. Each wumpus is a brimpus. Brimpuses are blonde. Trux is a impus. Trux is a dumpus.

Question: Is Trux blonde?
Think step by step.
","Here's the answer:

(1) Trux is a dumpus.
(2) Dumpus are wumpuses.
(3) Trux is a wumpus.
(4) Wumpuses are brimpuses.
(5) Trux is a brimpus.
(6) Brimpuses are blonde.
(7) Trux is blonde.

Answer: Yes",Yes,"['Trux is a dumpus.', 'Dumpuses are wumpuses.', 'Trux is a wumpus.', 'Each wumpus is a brimpus.', 'Trux is a brimpus.', 'Brimpuses are blonde.', 'Trux is blonde.']",Yes,"['Trux is a dumpus.', 'Dumpus are wumpuses.', 'Trux is a wumpus.', 'Wumpuses are brimpuses.', 'Trux is a brimpus.', 'Brimpuses are blonde.', 'Trux is blonde.']",True,True
"Answer to the following question as shown in the following examples.
Sterpuses are yumpuses. Yumpuses are not hungry. Each lempus is a sterpus. Each rompus is hungry. Each lempus is luminous. Each rompus is a gorpus. Sterpuses are fast. Each gorpus is a lorpus. Lorpuses are heavy. Rompuses are fast. Rast is a lempus. Rast is a gorpus.

Question: Is Rast hungry?
Think step by step.

(1) Rast is a lempus.
(2) Each lempus is a sterpus.
(3) Rast is a sterpus.
(4) Each sterpus is a yumpus.
(5) Rast is a yumpus.
(6) Each yumpus is not hungry.
(7) Rast is not hungry.
Answer: No


Sterpuses are not happy. Each lorpus is a dumpus. Each tumpus is not hungry. Zumpuses are lorpuses. Zumpuses are not luminous. Lorpuses are heavy. Vumpuses are sterpuses. Each tumpus is a vumpus. Tumpuses are heavy. Dumpuses are hungry. Grom is a zumpus. Grom is a vumpus.

Question: Is Grom hungry?
Think step by step.
","Let's break it down step by step:

(1) Grom is a zumpus.
(2) Zumpuses are lorpuses.
(3) Grom is a lorpus.
(4) Each lorpus is a dumpus.
(5) Grom is a dumpus.
(6) Each dumpus is hungry.
(7) Grom is hungry.

Answer: Yes",Yes,"['Grom is a zumpus.', 'Each zumpus is a lorpus.', 'Grom is a lorpus.', 'Lorpuses are dumpuses.', 'Grom is a dumpus.', 'Each dumpus is hungry.', 'Grom is hungry.']",Yes,"['Grom is a zumpus.', 'Zumpuses are lorpuses.', 'Grom is a lorpus.', 'Each lorpus is a dumpus.', 'Grom is a dumpus.', 'Each dumpus is hungry.', 'Grom is hungry.']",True,True
"Answer to the following question as shown in the following examples.
Shumpuses are not luminous. Each lorpus is a rompus. Grimpuses are not heavy. Lorpuses are not happy. Each grimpus is a lempus. Rompuses are shumpuses. Lorpuses are not blonde. Each lempus is not blonde. Lempuses are zumpuses. Zumpuses are happy. Wren is a rompus. Wren is a grimpus.

Question: Is Wren happy?
Think step by step.

(1) Wren is a grimpus.
(2) Each grimpus is a lempus.
(3) Wren is a lempus.
(4) Lempuses are zumpuses.
(5) Wren is a zumpus.
(6) Zumpuses are happy.
(7) Wren is happy.
Answer: Yes


Jompuses are tall. Each dumpus is fast. Jompuses are lempuses. Dumpuses are zumpuses. Jompuses are fast. Lorpuses are large. Each lorpus is a dumpus. Each wumpus is happy. Each zumpus is not tall. Each lempus is a wumpus. Rast is a lempus. Rast is a lorpus.

Question: Is Rast tall?
Think step by step.
","Here's the step-by-step answer:

(1) Rast is a lorpus.
(2) Each lorpus is a dumpus.
(3) Rast is a dumpus.
(4) Dumpuses are zumpuses.
(5) Rast is a zumpus.
(6) Each zumpus is not tall.
(7) Rast is not tall.

Answer: No",No,"['Rast is a lorpus.', 'Lorpuses are dumpuses.', 'Rast is a dumpus.', 'Each dumpus is a zumpus.', 'Rast is a zumpus.', 'Zumpuses are not tall.', 'Rast is not tall.']",No,"['Rast is a lorpus.', 'Each lorpus is a dumpus.', 'Rast is a dumpus.', 'Dumpuses are zumpuses.', 'Rast is a zumpus.', 'Each zumpus is not tall.', 'Rast is not tall.']",True,True
"Answer to the following question as shown in the following examples.
Numpuses are blonde. Each rompus is not luminous. Lempuses are zumpuses. Rompuses are lempuses. Each vumpus is crazy. Each lempus is blonde. Each numpus is heavy. Numpuses are lorpuses. Each lorpus is a vumpus. Each zumpus is not heavy. Grom is a lorpus. Grom is a rompus.

Question: Is Grom heavy?
Think step by step.

(1) Grom is a rompus.
(2) Rompuses are lempuses.
(3) Grom is a lempus.
(4) Lempuses are zumpuses.
(5) Grom is a zumpus.
(6) Zumpuses are not heavy.
(7) Grom is not heavy.
Answer: No


Each vumpus is not happy. Each lempus is not blonde. Each rompus is a tumpus. Tumpuses are heavy. Each zumpus is tall. Sterpuses are not blonde. Each vumpus is a sterpus. Lempuses are rompuses. Lempuses are not tall. Sterpuses are zumpuses. Wren is a rompus. Wren is a vumpus.

Question: Is Wren tall?
Think step by step.
","Here's the step-by-step answer:

(1) Wren is a rompus.
(2) Rompuses are tumpuses.
(3) Wren is a tumpus.
(4) Tumpuses are heavy. (Note: This statement is not relevant to the question, but it's a useful fact to know.)
(5) Wren is a vumpus.
(6) Vumpuses are sterpuses.
(7) Wren is a sterpus.
(8) Sterpuses are zumpuses.
(9) Zumpuses are tall.
(10) Wren is tall.

Answer: Yes",Yes,"['Wren is a vumpus.', 'Each vumpus is a sterpus.', 'Wren is a sterpus.', 'Sterpuses are zumpuses.', 'Wren is a zumpus.', 'Zumpuses are tall.', 'Wren is tall.']",Yes,"['Wren is a rompus.', 'Rompuses are tumpuses.', 'Wren is a tumpus.', ""Tumpuses are heavy. (Note: This statement is not relevant to the question, but it's a useful fact to know.)"", 'Wren is a vumpus.', 'Vumpuses are sterpuses.', 'Wren is a sterpus.', 'Sterpuses are zumpuses.', 'Zumpuses are tall.', 'Wren is tall.']",True,False
"Answer to the following question as shown in the following examples.
Jompuses are shumpuses. Shumpuses are lempuses. Impuses are numpuses. Each grimpus is crazy. Grimpuses are impuses. Each shumpus is crazy. Lempuses are large. Each jompus is not blonde. Each numpus is fast. Grimpuses are not large. Wren is a jompus. Wren is a impus.

Question: Is Wren large?
Think step by step.

(1) Wren is a jompus.
(2) Jompuses are shumpuses.
(3) Wren is a shumpus.
(4) Each shumpus is a lempus.
(5) Wren is a lempus.
(6) Lempuses are large.
(7) Wren is large.
Answer: Yes


Each yumpus is not blonde. Each yumpus is a lempus. Each rompus is not tall. Shumpuses are not blonde. Shumpuses are rompuses. Each lempus is a grimpus. Each yumpus is tall. Each sterpus is a shumpus. Each grimpus is not large. Sterpuses are hungry. Jinx is a sterpus. Jinx is a lempus.

Question: Is Jinx tall?
Think step by step.
","Here's the step-by-step answer:

(1) Jinx is a sterpus.
(2) Each sterpus is a shumpus.
(3) Jinx is a shumpus.
(4) Shumpuses are rompuses.
(5) Jinx is a rompus.
(6) Each rompus is not tall.
(7) Jinx is not tall.

Answer: No",No,"['Jinx is a sterpus.', 'Sterpuses are shumpuses.', 'Jinx is a shumpus.', 'Each shumpus is a rompus.', 'Jinx is a rompus.', 'Each rompus is not tall.', 'Jinx is not tall.']",No,"['Jinx is a sterpus.', 'Each sterpus is a shumpus.', 'Jinx is a shumpus.', 'Shumpuses are rompuses.', 'Jinx is a rompus.', 'Each rompus is not tall.', 'Jinx is not tall.']",True,True
"Answer to the following question as shown in the following examples.
Lorpuses are sterpuses. Each yumpus is a gorpus. Each rompus is tall. Each lorpus is not luminous. Each sterpus is a jompus. Each sterpus is not crazy. Gorpuses are rompuses. Yumpuses are not crazy. Yumpuses are large. Jompuses are not large. Rast is a gorpus. Rast is a lorpus.

Question: Is Rast large?
Think step by step.

(1) Rast is a lorpus.
(2) Each lorpus is a sterpus.
(3) Rast is a sterpus.
(4) Sterpuses are jompuses.
(5) Rast is a jompus.
(6) Each jompus is not large.
(7) Rast is not large.
Answer: No


Sterpuses are hungry. Each brimpus is blonde. Wumpuses are not crazy. Lorpuses are not blonde. Each dumpus is heavy. Each dumpus is a wumpus. Each lorpus is a numpus. Each lorpus is not crazy. Numpuses are sterpuses. Wumpuses are brimpuses. Grom is a dumpus. Grom is a numpus.

Question: Is Grom blonde?
Think step by step.
","Let's break it down step by step:

(1) Grom is a dumpus.
(2) Each dumpus is a wumpus.
(3) Grom is a wumpus.
(4) Wumpuses are brimpuses.
(5) Grom is a brimpus.
(6) Each brimpus is blonde.

Since Grom is a brimpus and each brimpus is blonde, we can conclude that:

Answer: Yes, Grom is blonde.",Yes,"['Grom is a dumpus.', 'Dumpuses are wumpuses.', 'Grom is a wumpus.', 'Each wumpus is a brimpus.', 'Grom is a brimpus.', 'Brimpuses are blonde.', 'Grom is blonde.']",Yes,"['Grom is a dumpus.', 'Each dumpus is a wumpus.', 'Grom is a wumpus.', 'Wumpuses are brimpuses.', 'Grom is a brimpus.', 'Each brimpus is blonde.']",True,False
"Answer to the following question as shown in the following examples.
Each numpus is heavy. Brimpuses are dumpuses. Numpuses are zumpuses. Jompuses are numpuses. Brimpuses are not hungry. Dumpuses are lorpuses. Each lorpus is not happy. Each brimpus is heavy. Each jompus is tall. Zumpuses are hungry. Trux is a jompus. Trux is a dumpus.

Question: Is Trux hungry?
Think step by step.

(1) Trux is a jompus.
(2) Jompuses are numpuses.
(3) Trux is a numpus.
(4) Numpuses are zumpuses.
(5) Trux is a zumpus.
(6) Zumpuses are hungry.
(7) Trux is hungry.
Answer: Yes


Each wumpus is fast. Dumpuses are gorpuses. Dumpuses are large. Each gorpus is a rompus. Wumpuses are tumpuses. Tumpuses are sterpuses. Each sterpus is luminous. Gorpuses are heavy. Each wumpus is heavy. Rompuses are not fast. Grom is a tumpus. Grom is a dumpus.

Question: Is Grom fast?
Think step by step.
","Let's break it down step by step:

(1) Grom is a tumpus.
(2) Tumpuses are sterpuses.
(3) Grom is a sterpus.
(4) Sterpuses are luminous. (Note: This statement doesn't help us determine if Grom is fast or not, so we can ignore it for now.)
(5) Grom is a dumpus.
(6) Dumpuses are gorpuses.
(7) Grom is a gorpus.
(8) Gorpuses are heavy. (Again, this statement doesn't help us determine if Grom is fast or not, so we can ignore it for now.)
(9) Rompuses are not fast. (This statement tells us that something is not fast, but it doesn't directly relate to Grom, so we can ignore it for now.)
(10) Each wumpus is fast. (This is the key statement that helps us determine if Grom is fast or not.)

Since Grom is not explicitly stated to be a wumpus, we can't conclude that Grom is fast. However, we can conclude that Grom is not fast because Rompuses are not fast, and Grom is",No,"['Grom is a dumpus.', 'Each dumpus is a gorpus.', 'Grom is a gorpus.', 'Each gorpus is a rompus.', 'Grom is a rompus.', 'Each rompus is not fast.', 'Grom is not fast.']",No,"['Grom is a tumpus.', 'Tumpuses are sterpuses.', 'Grom is a sterpus.', ""Sterpuses are luminous. (Note: This statement doesn't help us determine if Grom is fast or not, so we can ignore it for now.)"", 'Grom is a dumpus.', 'Dumpuses are gorpuses.', 'Grom is a gorpus.', ""Gorpuses are heavy. (Again, this statement doesn't help us determine if Grom is fast or not, so we can ignore it for now.)"", ""Rompuses are not fast. (This statement tells us that something is not fast, but it doesn't directly relate to Grom, so we can ignore it for now.)"", 'Each wumpus is fast. (This is the key statement that helps us determine if Grom is fast or not.)']",True,False
"Answer to the following question as shown in the following examples.
Each gorpus is a yumpus. Each yumpus is happy. Each zumpus is heavy. Each tumpus is not blonde. Each dumpus is not heavy. Grimpuses are tumpuses. Zumpuses are happy. Each yumpus is a dumpus. Each gorpus is not luminous. Zumpuses are grimpuses. Wren is a gorpus. Wren is a grimpus.

Question: Is Wren heavy?
Think step by step.

(1) Wren is a gorpus.
(2) Gorpuses are yumpuses.
(3) Wren is a yumpus.
(4) Each yumpus is a dumpus.
(5) Wren is a dumpus.
(6) Each dumpus is not heavy.
(7) Wren is not heavy.
Answer: No


Rompuses are crazy. Sterpuses are rompuses. Dumpuses are luminous. Each grimpus is a vumpus. Dumpuses are hungry. Each grimpus is hungry. Each vumpus is not luminous. Each lempus is not heavy. Lempuses are grimpuses. Dumpuses are sterpuses. Rast is a lempus. Rast is a sterpus.

Question: Is Rast luminous?
Think step by step.
","Let's break it down step by step:

(1) Rast is a lempus.
(2) Lempuses are grimpuses.
(3) Rast is a grimpus.
(4) Each grimpus is a vumpus.
(5) Rast is a vumpus.
(6) Each vumpus is not luminous.
(7) Rast is not luminous.

Answer: No",No,"['Rast is a lempus.', 'Each lempus is a grimpus.', 'Rast is a grimpus.', 'Grimpuses are vumpuses.', 'Rast is a vumpus.', 'Vumpuses are not luminous.', 'Rast is not luminous.']",No,"['Rast is a lempus.', 'Lempuses are grimpuses.', 'Rast is a grimpus.', 'Each grimpus is a vumpus.', 'Rast is a vumpus.', 'Each vumpus is not luminous.', 'Rast is not luminous.']",True,True
"Answer to the following question as shown in the following examples.
Each dumpus is a jompus. Dumpuses are not large. Yumpuses are zumpuses. Jompuses are lempuses. Each lempus is not crazy. Each shumpus is a yumpus. Each shumpus is crazy. Zumpuses are not hungry. Shumpuses are not heavy. Each jompus is not heavy. Wren is a dumpus. Wren is a yumpus.

Question: Is Wren crazy?
Think step by step.

(1) Wren is a dumpus.
(2) Dumpuses are jompuses.
(3) Wren is a jompus.
(4) Jompuses are lempuses.
(5) Wren is a lempus.
(6) Each lempus is not crazy.
(7) Wren is not crazy.
Answer: No


Each rompus is not blonde. Each grimpus is tall. Each lempus is not hungry. Rompuses are not large. Rompuses are dumpuses. Each numpus is a jompus. Each numpus is not blonde. Each jompus is large. Each lempus is a numpus. Each dumpus is a grimpus. Wren is a dumpus. Wren is a lempus.

Question: Is Wren large?
Think step by step.
","Here's the step-by-step answer:

(1) Wren is a dumpus.
(2) Dumpuses are rompuses.
(3) Wren is a rompus.
(4) Rompuses are jompuses.
(5) Wren is a jompus.
(6) Each jompus is large.
(7) Wren is large.

Answer: Yes",Yes,"['Wren is a lempus.', 'Each lempus is a numpus.', 'Wren is a numpus.', 'Numpuses are jompuses.', 'Wren is a jompus.', 'Each jompus is large.', 'Wren is large.']",Yes,"['Wren is a dumpus.', 'Dumpuses are rompuses.', 'Wren is a rompus.', 'Rompuses are jompuses.', 'Wren is a jompus.', 'Each jompus is large.', 'Wren is large.']",True,False
"Answer to the following question as shown in the following examples.
Grimpuses are luminous. Each impus is not blonde. Jompuses are grimpuses. Dumpuses are blonde. Each dumpus is a jompus. Brimpuses are numpuses. Each brimpus is hungry. Each numpus is not crazy. Each numpus is a impus. Each dumpus is not crazy. Jinx is a brimpus. Jinx is a jompus.

Question: Is Jinx blonde?
Think step by step.

(1) Jinx is a brimpus.
(2) Brimpuses are numpuses.
(3) Jinx is a numpus.
(4) Each numpus is a impus.
(5) Jinx is a impus.
(6) Impuses are not blonde.
(7) Jinx is not blonde.
Answer: No


Each lorpus is not heavy. Lorpuses are dumpuses. Each dumpus is large. Each grimpus is a impus. Lempuses are not crazy. Each lempus is a grimpus. Each impus is blonde. Dumpuses are yumpuses. Yumpuses are crazy. Each lempus is large. Jinx is a grimpus. Jinx is a lorpus.

Question: Is Jinx crazy?
Think step by step.
","Here's the step-by-step answer:

(1) Jinx is a grimpus.
(2) Each grimpus is a impus.
(3) Jinx is a impus.
(4) Each impus is blonde.
(5) Jinx is blonde.
(6) Dumpuses are yumpuses.
(7) Yumpuses are crazy.
(8) Jinx is not a yumpus (because Jinx is a grimpus, not a dumpus).
(9) Therefore, Jinx is not crazy.

Answer: No",Yes,"['Jinx is a lorpus.', 'Lorpuses are dumpuses.', 'Jinx is a dumpus.', 'Dumpuses are yumpuses.', 'Jinx is a yumpus.', 'Yumpuses are crazy.', 'Jinx is crazy.']",No,"['Jinx is a grimpus.', 'Each grimpus is a impus.', 'Jinx is a impus.', 'Each impus is blonde.', 'Jinx is blonde.', 'Dumpuses are yumpuses.', 'Yumpuses are crazy.', 'Jinx is not a yumpus (because Jinx is a grimpus, not a dumpus).', 'Therefore, Jinx is not crazy.']",False,False
"Answer to the following question as shown in the following examples.
Each jompus is not blonde. Sterpuses are gorpuses. Each gorpus is a jompus. Lempuses are wumpuses. Each sterpus is heavy. Sterpuses are not fast. Zumpuses are fast. Wumpuses are heavy. Each wumpus is a zumpus. Lempuses are tall. Trux is a lempus. Trux is a gorpus.

Question: Is Trux fast?
Think step by step.

(1) Trux is a lempus.
(2) Each lempus is a wumpus.
(3) Trux is a wumpus.
(4) Wumpuses are zumpuses.
(5) Trux is a zumpus.
(6) Each zumpus is fast.
(7) Trux is fast.
Answer: Yes


Each rompus is not hungry. Lorpuses are numpuses. Each rompus is a lorpus. Each impus is fast. Each vumpus is luminous. Brimpuses are hungry. Numpuses are not tall. Each vumpus is a impus. Each impus is a brimpus. Each rompus is fast. Wren is a lorpus. Wren is a vumpus.

Question: Is Wren hungry?
Think step by step.
","Here's the step-by-step answer:

(1) Wren is a lorpus.
(2) Each lorpus is a rompus.
(3) Wren is a rompus.
(4) Each rompus is not hungry.
(5) Wren is not hungry.

Answer: No",Yes,"['Wren is a vumpus.', 'Each vumpus is a impus.', 'Wren is a impus.', 'Impuses are brimpuses.', 'Wren is a brimpus.', 'Each brimpus is hungry.', 'Wren is hungry.']",No,"['Wren is a lorpus.', 'Each lorpus is a rompus.', 'Wren is a rompus.', 'Each rompus is not hungry.', 'Wren is not hungry.']",False,False
"Answer to the following question as shown in the following examples.
Gorpuses are zumpuses. Zumpuses are blonde. Numpuses are not happy. Wumpuses are not fast. Each grimpus is luminous. Each lorpus is fast. Wumpuses are gorpuses. Grimpuses are numpuses. Wumpuses are not happy. Numpuses are lorpuses. Trux is a grimpus. Trux is a gorpus.

Question: Is Trux fast?
Think step by step.

(1) Trux is a grimpus.
(2) Each grimpus is a numpus.
(3) Trux is a numpus.
(4) Each numpus is a lorpus.
(5) Trux is a lorpus.
(6) Each lorpus is fast.
(7) Trux is fast.
Answer: Yes


Rompuses are not heavy. Each gorpus is a tumpus. Rompuses are not blonde. Yumpuses are not heavy. Each tumpus is not happy. Each numpus is a yumpus. Lorpuses are blonde. Rompuses are gorpuses. Each yumpus is a lorpus. Each numpus is not hungry. Wren is a gorpus. Wren is a numpus.

Question: Is Wren blonde?
Think step by step.
","Let's break it down step by step:

(1) Wren is a gorpus.
(2) Each gorpus is a tumpus.
(3) Wren is a tumpus.
(4) Each tumpus is not happy. (Note: This statement doesn't help us with the question, but we'll keep going!)
(5) Wren is a numpus. (From the statement ""Each numpus is a yumpus"" and ""Wren is a gorpus"")
(6) Lorpuses are blonde. (This statement doesn't mention numpuses or gorpus, but it gives us information about lorpuses)
(7) Rompuses are gorpuses. (This statement doesn't help us with the question, but we'll keep going!)
(8) Each yumpus is a lorpus. (This statement helps us connect yumpuses to lorpuses)
(9) Each numpus is a yumpus. (This statement helps us connect numpuses to yumpuses)
(10) Since Wren is a numpus (from step 5) and each numpus is a yumpus (from step 9), Wren is",Yes,"['Wren is a numpus.', 'Each numpus is a yumpus.', 'Wren is a yumpus.', 'Each yumpus is a lorpus.', 'Wren is a lorpus.', 'Each lorpus is blonde.', 'Wren is blonde.']",No,"['Wren is a gorpus.', 'Each gorpus is a tumpus.', 'Wren is a tumpus.', ""Each tumpus is not happy. (Note: This statement doesn't help us with the question, but we'll keep going!)"", 'Wren is a numpus. (From the statement ""Each numpus is a yumpus"" and ""Wren is a gorpus"")', ""Lorpuses are blonde. (This statement doesn't mention numpuses or gorpus, but it gives us information about lorpuses)"", ""Rompuses are gorpuses. (This statement doesn't help us with the question, but we'll keep going!)"", 'Each yumpus is a lorpus. (This statement helps us connect yumpuses to lorpuses)', 'Each numpus is a yumpus. (This statement helps us connect numpuses to yumpuses)', 'Since Wren is a numpus (from step 5) and each numpus is a yumpus (from step 9), Wren is']",False,False
