prompt,label,prompt_corr,cot_gold,pred,cot_pred,correct_pred,correct_cot
"Answer True or False to the following question. Answer as in the examples.

Every shumpus is not nervous. Tumpuses are not small. Wumpuses are not slow. Shumpuses are jompuses. Each numpus is an impus. Each tumpus is a zumpus. Sterpuses are blue. Every numpus is sweet. Numpuses are sterpuses. Dumpuses are sunny. Impuses are dumpuses. Tumpuses are wumpuses. Impuses are earthy. Impuses are tumpuses. Sam is a numpus. Sam is a shumpus.
Question: Is Sam sweet?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Every shumpus is not nervous. Tumpuses are not small. Wumpuses are not slow. Shumpuses are jompuses. Each numpus is an impus. Each tumpus is a zumpus. Sterpuses are blue. Every numpus is sweet. Numpuses are sterpuses. Dumpuses are sunny. Impuses are dumpuses. Tumpuses are wumpuses. Impuses are earthy. Impuses are tumpuses. Sam is not a numpus. Sam is a shumpus.
Question: Is Sam sweet?
Think step-by-step.

","['Every numpus is sweet.', 'Sam is a numpus.', 'Sam is sweet.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Wumpuses are impuses. Every zumpus is a dumpus. Zumpuses are not bright. Each brimpus is spicy. Each wumpus is a brimpus. Every wumpus is not snowy. Stella is a wumpus. Stella is a zumpus.
Question: Is Stella snowy?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Wumpuses are impuses. Every zumpus is a dumpus. Zumpuses are not bright. Each brimpus is spicy. Each wumpus is a brimpus. Every wumpus is not snowy. Stella is not a wumpus. Stella is a zumpus.
Question: Is Stella snowy?
Think step-by-step.

","['Every wumpus is not snowy.', 'Stella is a wumpus.', 'Stella is not snowy.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Each jompus is dull. Tumpuses are bitter. Each jompus is a zumpus. Vumpuses are rompuses. Each vumpus is not fast. Every jompus is a tumpus. Rex is a jompus. Rex is a vumpus.
Question: Is Rex dull?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Each jompus is dull. Tumpuses are bitter. Each jompus is a zumpus. Vumpuses are rompuses. Each vumpus is not fast. Every jompus is a tumpus. Rex is not a jompus. Rex is a vumpus.
Question: Is Rex dull?
Think step-by-step.

","['Each jompus is dull.', 'Rex is a jompus.', 'Rex is dull.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Impuses are large. Each jompus is a grimpus. Every sterpus is brown. Every brimpus is a sterpus. Dumpuses are mean. Each dumpus is a shumpus. Each brimpus is transparent. Dumpuses are impuses. Brimpuses are dumpuses. Each jompus is feisty. Fae is a brimpus. Fae is a jompus.
Question: Is Fae transparent?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Impuses are large. Each jompus is a grimpus. Every sterpus is brown. Every brimpus is a sterpus. Dumpuses are mean. Each dumpus is a shumpus. Each brimpus is transparent. Dumpuses are impuses. Brimpuses are dumpuses. Each jompus is feisty. Fae is not a brimpus. Fae is a jompus.
Question: Is Fae transparent?
Think step-by-step.

","['Each brimpus is transparent.', 'Fae is a brimpus.', 'Fae is transparent.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Each dumpus is windy. Every yumpus is a jompus. Wumpuses are not slow. Wumpuses are vumpuses. Rompuses are small. Every impus is a dumpus. Each impus is metallic. Yumpuses are sweet. Impuses are yumpuses. Yumpuses are rompuses. Polly is a wumpus. Polly is a yumpus.
Question: Is Polly sweet?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Each dumpus is windy. Every yumpus is a jompus. Wumpuses are not slow. Wumpuses are vumpuses. Rompuses are small. Every impus is a dumpus. Each impus is metallic. Yumpuses are sweet. Impuses are yumpuses. Yumpuses are rompuses. Polly is a wumpus. Polly is not a yumpus.
Question: Is Polly sweet?
Think step-by-step.

","['Yumpuses are sweet.', 'Polly is a yumpus.', 'Polly is sweet.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Wumpuses are lempuses. Every grimpus is bitter. Wumpuses are not temperate. Every grimpus is a gorpus. Each wumpus is a sterpus. Lempuses are transparent. Sally is a wumpus. Sally is a grimpus.
Question: Is Sally temperate?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Wumpuses are lempuses. Every grimpus is bitter. Wumpuses are not temperate. Every grimpus is a gorpus. Each wumpus is a sterpus. Lempuses are transparent. Sally is not a wumpus. Sally is a grimpus.
Question: Is Sally temperate?
Think step-by-step.

","['Wumpuses are not temperate.', 'Sally is a wumpus.', 'Sally is not temperate.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Brimpuses are not rainy. Brimpuses are sterpuses. Each lorpus is a rompus. Each lempus is a zumpus. Zumpuses are not spicy. Zumpuses are grimpuses. Impuses are wooden. Each jompus is blue. Impuses are brimpuses. Every vumpus is not dull. Lempuses are not floral. Brimpuses are vumpuses. Yumpuses are transparent. Each grimpus is nervous. Impuses are jompuses. Zumpuses are impuses. Every lorpus is moderate. Lempuses are yumpuses. Stella is a lorpus. Stella is a brimpus.
Question: Is Stella rainy?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Brimpuses are not rainy. Brimpuses are sterpuses. Each lorpus is a rompus. Each lempus is a zumpus. Zumpuses are not spicy. Zumpuses are grimpuses. Impuses are wooden. Each jompus is blue. Impuses are brimpuses. Every vumpus is not dull. Lempuses are not floral. Brimpuses are vumpuses. Yumpuses are transparent. Each grimpus is nervous. Impuses are jompuses. Zumpuses are impuses. Every lorpus is moderate. Lempuses are yumpuses. Stella is a lorpus. Stella is not a brimpus.
Question: Is Stella rainy?
Think step-by-step.

","['Brimpuses are not rainy.', 'Stella is a brimpus.', 'Stella is not rainy.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Impuses are rainy. Grimpuses are moderate. Each lempus is an impus. Tumpuses are lorpuses. Each lempus is not liquid. Tumpuses are blue. Each tumpus is a rompus. Each lempus is a tumpus. Each lorpus is small. Every grimpus is a brimpus. Wren is a tumpus. Wren is a grimpus.
Question: Is Wren blue?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Impuses are rainy. Grimpuses are moderate. Each lempus is an impus. Tumpuses are lorpuses. Each lempus is not liquid. Tumpuses are blue. Each tumpus is a rompus. Each lempus is a tumpus. Each lorpus is small. Every grimpus is a brimpus. Wren is not a tumpus. Wren is a grimpus.
Question: Is Wren blue?
Think step-by-step.

","['Tumpuses are blue.', 'Wren is a tumpus.', 'Wren is blue.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Gorpuses are bitter. Each vumpus is luminous. Each sterpus is a yumpus. Each dumpus is not discordant. Brimpuses are sterpuses. Every lempus is a dumpus. Every brimpus is aggressive. Each sterpus is opaque. Every sterpus is a wumpus. Lempuses are not blue. Yumpuses are happy. Gorpuses are impuses. Lempuses are brimpuses. Every brimpus is a vumpus. Sam is a gorpus. Sam is a brimpus.
Question: Is Sam aggressive?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Gorpuses are bitter. Each vumpus is luminous. Each sterpus is a yumpus. Each dumpus is not discordant. Brimpuses are sterpuses. Every lempus is a dumpus. Every brimpus is aggressive. Each sterpus is opaque. Every sterpus is a wumpus. Lempuses are not blue. Yumpuses are happy. Gorpuses are impuses. Lempuses are brimpuses. Every brimpus is a vumpus. Sam is a gorpus. Sam is not a brimpus.
Question: Is Sam aggressive?
Think step-by-step.

","['Every brimpus is aggressive.', 'Sam is a brimpus.', 'Sam is aggressive.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Zumpuses are rompuses. Every grimpus is earthy. Grimpuses are yumpuses. Each tumpus is not fast. Grimpuses are tumpuses. Every zumpus is luminous. Fae is a grimpus. Fae is a zumpus.
Question: Is Fae earthy?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Zumpuses are rompuses. Every grimpus is earthy. Grimpuses are yumpuses. Each tumpus is not fast. Grimpuses are tumpuses. Every zumpus is luminous. Fae is not a grimpus. Fae is a zumpus.
Question: Is Fae earthy?
Think step-by-step.

","['Every grimpus is earthy.', 'Fae is a grimpus.', 'Fae is earthy.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Each numpus is a dumpus. Numpuses are angry. Every tumpus is bright. Every vumpus is brown. Each zumpus is muffled. Jompuses are fast. Every jompus is a tumpus. Each tumpus is a zumpus. Tumpuses are gorpuses. Jompuses are vumpuses. Polly is a numpus. Polly is a tumpus.
Question: Is Polly bright?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Each numpus is a dumpus. Numpuses are angry. Every tumpus is bright. Every vumpus is brown. Each zumpus is muffled. Jompuses are fast. Every jompus is a tumpus. Each tumpus is a zumpus. Tumpuses are gorpuses. Jompuses are vumpuses. Polly is a numpus. Polly is not a tumpus.
Question: Is Polly bright?
Think step-by-step.

","['Every tumpus is bright.', 'Polly is a tumpus.', 'Polly is bright.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Lorpuses are yumpuses. Each zumpus is nervous. Each dumpus is an impus. Lorpuses are luminous. Every jompus is not small. Dumpuses are not earthy. Each lorpus is a jompus. Impuses are not transparent. Dumpuses are lorpuses. Zumpuses are sterpuses. Stella is a zumpus. Stella is a dumpus.
Question: Is Stella earthy?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Lorpuses are yumpuses. Each zumpus is nervous. Each dumpus is an impus. Lorpuses are luminous. Every jompus is not small. Dumpuses are not earthy. Each lorpus is a jompus. Impuses are not transparent. Dumpuses are lorpuses. Zumpuses are sterpuses. Stella is a zumpus. Stella is not a dumpus.
Question: Is Stella earthy?
Think step-by-step.

","['Dumpuses are not earthy.', 'Stella is a dumpus.', 'Stella is not earthy.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Zumpuses are jompuses. Dumpuses are opaque. Each lempus is large. Numpuses are not floral. Each jompus is a rompus. Impuses are bright. Every zumpus is a dumpus. Zumpuses are not wooden. Every jompus is orange. Rompuses are lempuses. Every rompus is a vumpus. Every numpus is a brimpus. Every rompus is discordant. Every jompus is an impus. Alex is a jompus. Alex is a numpus.
Question: Is Alex orange?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Zumpuses are jompuses. Dumpuses are opaque. Each lempus is large. Numpuses are not floral. Each jompus is a rompus. Impuses are bright. Every zumpus is a dumpus. Zumpuses are not wooden. Every jompus is orange. Rompuses are lempuses. Every rompus is a vumpus. Every numpus is a brimpus. Every rompus is discordant. Every jompus is an impus. Alex is not a jompus. Alex is a numpus.
Question: Is Alex orange?
Think step-by-step.

","['Every jompus is orange.', 'Alex is a jompus.', 'Alex is orange.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Lorpuses are windy. Sterpuses are vumpuses. Grimpuses are sterpuses. Grimpuses are not dull. Each lempus is a jompus. Each lorpus is a grimpus. Yumpuses are impuses. Every sterpus is not feisty. Every tumpus is blue. Each yumpus is sweet. Vumpuses are not discordant. Zumpuses are not mean. Each lorpus is a tumpus. Every yumpus is a brimpus. Grimpuses are zumpuses. Lempuses are not earthy. Sterpuses are yumpuses. Every impus is not moderate. Max is a grimpus. Max is a lempus.
Question: Is Max dull?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Lorpuses are windy. Sterpuses are vumpuses. Grimpuses are sterpuses. Grimpuses are not dull. Each lempus is a jompus. Each lorpus is a grimpus. Yumpuses are impuses. Every sterpus is not feisty. Every tumpus is blue. Each yumpus is sweet. Vumpuses are not discordant. Zumpuses are not mean. Each lorpus is a tumpus. Every yumpus is a brimpus. Grimpuses are zumpuses. Lempuses are not earthy. Sterpuses are yumpuses. Every impus is not moderate. Max is not a grimpus. Max is a lempus.
Question: Is Max dull?
Think step-by-step.

","['Grimpuses are not dull.', 'Max is a grimpus.', 'Max is not dull.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Gorpuses are not transparent. Each rompus is not luminous. Each numpus is a jompus. Each yumpus is slow. Every shumpus is a dumpus. Zumpuses are brimpuses. Every numpus is not angry. Every dumpus is brown. Zumpuses are yumpuses. Vumpuses are rompuses. Lorpuses are sunny. Gorpuses are lorpuses. Each shumpus is small. Vumpuses are shumpuses. Vumpuses are nervous. Gorpuses are vumpuses. Every shumpus is a zumpus. Zumpuses are fruity. Rex is a vumpus. Rex is a numpus.
Question: Is Rex nervous?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Gorpuses are not transparent. Each rompus is not luminous. Each numpus is a jompus. Each yumpus is slow. Every shumpus is a dumpus. Zumpuses are brimpuses. Every numpus is not angry. Every dumpus is brown. Zumpuses are yumpuses. Vumpuses are rompuses. Lorpuses are sunny. Gorpuses are lorpuses. Each shumpus is small. Vumpuses are shumpuses. Vumpuses are nervous. Gorpuses are vumpuses. Every shumpus is a zumpus. Zumpuses are fruity. Rex is not a vumpus. Rex is a numpus.
Question: Is Rex nervous?
Think step-by-step.

","['Vumpuses are nervous.', 'Rex is a vumpus.', 'Rex is nervous.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Every yumpus is an impus. Each sterpus is a rompus. Yumpuses are lorpuses. Yumpuses are hot. Every wumpus is rainy. Every rompus is fast. Lorpuses are happy. Every sterpus is a grimpus. Each rompus is a yumpus. Each grimpus is not muffled. Sterpuses are brown. Rompuses are wumpuses. Every jompus is opaque. Jompuses are vumpuses. Sally is a yumpus. Sally is a jompus.
Question: Is Sally hot?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Every yumpus is an impus. Each sterpus is a rompus. Yumpuses are lorpuses. Yumpuses are hot. Every wumpus is rainy. Every rompus is fast. Lorpuses are happy. Every sterpus is a grimpus. Each rompus is a yumpus. Each grimpus is not muffled. Sterpuses are brown. Rompuses are wumpuses. Every jompus is opaque. Jompuses are vumpuses. Sally is not a yumpus. Sally is a jompus.
Question: Is Sally hot?
Think step-by-step.

","['Yumpuses are hot.', 'Sally is a yumpus.', 'Sally is hot.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Every vumpus is sunny. Zumpuses are not fast. Each yumpus is dull. Each rompus is a vumpus. Each vumpus is a dumpus. Every vumpus is a wumpus. Yumpuses are sterpuses. Rompuses are fruity. Each wumpus is large. Each rompus is a zumpus. Fae is a rompus. Fae is a yumpus.
Question: Is Fae fruity?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Every vumpus is sunny. Zumpuses are not fast. Each yumpus is dull. Each rompus is a vumpus. Each vumpus is a dumpus. Every vumpus is a wumpus. Yumpuses are sterpuses. Rompuses are fruity. Each wumpus is large. Each rompus is a zumpus. Fae is not a rompus. Fae is a yumpus.
Question: Is Fae fruity?
Think step-by-step.

","['Rompuses are fruity.', 'Fae is a rompus.', 'Fae is fruity.']",TRUE,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Every lempus is a gorpus. Gorpuses are snowy. Every lempus is a numpus. Each rompus is sour. Rompuses are vumpuses. Lempuses are dull. Rex is a lempus. Rex is a rompus.
Question: Is Rex dull?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Every lempus is a gorpus. Gorpuses are snowy. Every lempus is a numpus. Each rompus is sour. Rompuses are vumpuses. Lempuses are dull. Rex is not a lempus. Rex is a rompus.
Question: Is Rex dull?
Think step-by-step.

","['Lempuses are dull.', 'Rex is a lempus.', 'Rex is dull.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Each jompus is a shumpus. Grimpuses are blue. Shumpuses are cold. Each jompus is slow. Tumpuses are lempuses. Each tumpus is not bright. Jompuses are tumpuses. Each rompus is large. Tumpuses are grimpuses. Rompuses are lorpuses. Polly is a rompus. Polly is a jompus.
Question: Is Polly slow?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Each jompus is a shumpus. Grimpuses are blue. Shumpuses are cold. Each jompus is slow. Tumpuses are lempuses. Each tumpus is not bright. Jompuses are tumpuses. Each rompus is large. Tumpuses are grimpuses. Rompuses are lorpuses. Polly is a rompus. Polly is not a jompus.
Question: Is Polly slow?
Think step-by-step.

","['Each jompus is slow.', 'Polly is a jompus.', 'Polly is slow.']",True,[],True,True
"Answer True or False to the following question. Answer as in the examples.

Each jompus is happy. Wumpuses are vumpuses. Each jompus is a wumpus. Grimpuses are dull. Numpuses are small. Every jompus is a numpus. Wumpuses are not moderate. Each shumpus is sunny. Each wumpus is a shumpus. Each grimpus is a gorpus. Stella is a grimpus. Stella is a wumpus.
Question: Is Stella moderate?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Each jompus is happy. Wumpuses are vumpuses. Each jompus is a wumpus. Grimpuses are dull. Numpuses are small. Every jompus is a numpus. Wumpuses are not moderate. Each shumpus is sunny. Each wumpus is a shumpus. Each grimpus is a gorpus. Stella is a grimpus. Stella is not a wumpus.
Question: Is Stella moderate?
Think step-by-step.

","['Wumpuses are not moderate.', 'Stella is a wumpus.', 'Stella is not moderate.']",NaN,[],False,True
"Answer True or False to the following question. Answer as in the examples.

Gorpuses are not transparent. Every numpus is a grimpus. Every yumpus is happy. Every numpus is a brimpus. Each wumpus is not amenable. Every impus is a zumpus. Brimpuses are not blue. Grimpuses are dull. Grimpuses are wumpuses. Jompuses are not large. Gorpuses are lorpuses. Every impus is fruity. Each grimpus is an impus. Yumpuses are shumpuses. Every lorpus is a jompus. Every impus is a vumpus. Lorpuses are numpuses. Each rompus is metallic. Numpuses are slow. Lorpuses are loud. Every gorpus is a rompus. Every vumpus is temperate. Wren is a yumpus. Wren is a gorpus.
Question: Is Wren transparent?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Gorpuses are not transparent. Every numpus is a grimpus. Every yumpus is happy. Every numpus is a brimpus. Each wumpus is not amenable. Every impus is a zumpus. Brimpuses are not blue. Grimpuses are dull. Grimpuses are wumpuses. Jompuses are not large. Gorpuses are lorpuses. Every impus is fruity. Each grimpus is an impus. Yumpuses are shumpuses. Every lorpus is a jompus. Every impus is a vumpus. Lorpuses are numpuses. Each rompus is metallic. Numpuses are slow. Lorpuses are loud. Every gorpus is a rompus. Every vumpus is temperate. Wren is a yumpus. Wren is not a gorpus.
Question: Is Wren transparent?
Think step-by-step.

","['Gorpuses are not transparent.', 'Wren is a gorpus.', 'Wren is not transparent.']",FALSE,[],False,True
