prompt,label,prompt_corr,cot_gold,pred,cot_pred,correct_pred,correct_cot
"Answer True or False to the following question. Answer as in the examples.

Each vumpus is not slow. Each vumpus is a grimpus. Every lorpus is sweet. Vumpuses are lorpuses. Gorpuses are lempuses. Each lempus is a rompus. Each grimpus is an impus. Gorpuses are yumpuses. Each wumpus is blue. Grimpuses are angry. Wumpuses are vumpuses. Wumpuses are zumpuses. Every grimpus is a brimpus. Gorpuses are opaque. Lempuses are wumpuses. Every lempus is not hot. Numpuses are dumpuses. Each numpus is loud. Rompuses are not bright. Each brimpus is not snowy. Each yumpus is not nervous. Each zumpus is not earthy. Rex is a lempus. Rex is a numpus.
Question: Is Rex hot?
Think step-by-step.

(1) Every lempus is not hot.
(2) Rex is a lempus.
(3) Rex is not hot.
Answer: False

Every vumpus is sunny. Zumpuses are not fast. Each yumpus is dull. Each rompus is a vumpus. Each vumpus is a dumpus. Every vumpus is a wumpus. Yumpuses are sterpuses. Rompuses are fruity. Each wumpus is large. Each rompus is a zumpus. Fae is a rompus. Fae is a yumpus.
Question: Is Fae fruity?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Each vumpus is not slow. Each vumpus is a grimpus. Every lorpus is sweet. Vumpuses are lorpuses. Gorpuses are lempuses. Each lempus is a rompus. Each grimpus is an impus. Gorpuses are yumpuses. Each wumpus is blue. Grimpuses are angry. Wumpuses are vumpuses. Wumpuses are zumpuses. Every grimpus is a brimpus. Gorpuses are opaque. Lempuses are wumpuses. Every lempus is not hot. Numpuses are dumpuses. Each numpus is loud. Rompuses are not bright. Each brimpus is not snowy. Each yumpus is not nervous. Each zumpus is not earthy. Rex is a lempus. Rex is a numpus.
Question: Is Rex hot?
Think step-by-step.

(1) Every lempus is not hot.
(2) Rex is a lempus.
(3) Rex is not hot.
Answer: False

Every vumpus is sunny. Zumpuses are not fast. Each yumpus is dull. Each rompus is a vumpus. Each vumpus is a dumpus. Every vumpus is a wumpus. Yumpuses are sterpuses. Rompuses are not fruity. Each wumpus is large. Each rompus is a zumpus. Fae is a rompus. Fae is a yumpus.
Question: Is Fae fruity?
Think step-by-step.

","['Rompuses are fruity.', 'Fae is a rompus.', 'Fae is fruity.']",False,"['Every vumpus is not fast.', 'Fae is a vumpus.', 'Fae is not fruity.']",False,False
"Answer True or False to the following question. Answer as in the examples.

Each shumpus is an impus. Yumpuses are sunny. Gorpuses are grimpuses. Zumpuses are melodic. Every gorpus is a lempus. Every yumpus is a zumpus. Shumpuses are mean. Vumpuses are liquid. Lempuses are transparent. Each wumpus is a vumpus. Each wumpus is cold. Gorpuses are slow. Yumpuses are wumpuses. Each wumpus is a gorpus. Alex is a gorpus. Alex is a shumpus.
Question: Is Alex slow?
Think step-by-step.

(1) Gorpuses are slow.
(2) Alex is a gorpus.
(3) Alex is slow.
Answer: True

Every lempus is a gorpus. Gorpuses are snowy. Every lempus is a numpus. Each rompus is sour. Rompuses are vumpuses. Lempuses are dull. Rex is a lempus. Rex is a rompus.
Question: Is Rex dull?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Each shumpus is an impus. Yumpuses are sunny. Gorpuses are grimpuses. Zumpuses are melodic. Every gorpus is a lempus. Every yumpus is a zumpus. Shumpuses are mean. Vumpuses are liquid. Lempuses are transparent. Each wumpus is a vumpus. Each wumpus is cold. Gorpuses are slow. Yumpuses are wumpuses. Each wumpus is a gorpus. Alex is a gorpus. Alex is a shumpus.
Question: Is Alex slow?
Think step-by-step.

(1) Gorpuses are slow.
(2) Alex is a gorpus.
(3) Alex is slow.
Answer: True

Every lempus is a gorpus. Gorpuses are snowy. Every lempus is a numpus. Each rompus is sour. Rompuses are vumpuses. Lempuses are not dull. Rex is a lempus. Rex is a rompus.
Question: Is Rex dull?
Think step-by-step.

","['Lempuses are dull.', 'Rex is a lempus.', 'Rex is dull.']",True,"['Rex is a lempus.', 'Rex is a rompus.', 'Rex is dull.']",True,False
"Answer True or False to the following question. Answer as in the examples.

Rompuses are sour. Each lempus is a lorpus. Every rompus is a tumpus. Every lorpus is blue. Lempuses are luminous. Lempuses are yumpuses. Stella is a lempus. Stella is a rompus.
Question: Is Stella luminous?
Think step-by-step.

(1) Lempuses are luminous.
(2) Stella is a lempus.
(3) Stella is luminous.
Answer: True

Each jompus is a shumpus. Grimpuses are blue. Shumpuses are cold. Each jompus is slow. Tumpuses are lempuses. Each tumpus is not bright. Jompuses are tumpuses. Each rompus is large. Tumpuses are grimpuses. Rompuses are lorpuses. Polly is a rompus. Polly is a jompus.
Question: Is Polly slow?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Rompuses are sour. Each lempus is a lorpus. Every rompus is a tumpus. Every lorpus is blue. Lempuses are luminous. Lempuses are yumpuses. Stella is a lempus. Stella is a rompus.
Question: Is Stella luminous?
Think step-by-step.

(1) Lempuses are luminous.
(2) Stella is a lempus.
(3) Stella is luminous.
Answer: True

Each jompus is a shumpus. Grimpuses are blue. Shumpuses are cold. Each jompus is not slow. Tumpuses are lempuses. Each tumpus is not bright. Jompuses are tumpuses. Each rompus is large. Tumpuses are grimpuses. Rompuses are lorpuses. Polly is a rompus. Polly is a jompus.
Question: Is Polly slow?
Think step-by-step.

","['Each jompus is slow.', 'Polly is a jompus.', 'Polly is slow.']",True,"['Tumpuses are lempuses.', 'Polly is a rompus.', 'Polly is slow.']",True,False
"Answer True or False to the following question. Answer as in the examples.

Impuses are not blue. Shumpuses are not fast. Impuses are vumpuses. Every shumpus is a jompus. Impuses are shumpuses. Shumpuses are lorpuses. Each lorpus is angry. Each dumpus is not temperate. Every dumpus is a lempus. Every vumpus is fruity. Stella is a shumpus. Stella is a dumpus.
Question: Is Stella fast?
Think step-by-step.

(1) Shumpuses are not fast.
(2) Stella is a shumpus.
(3) Stella is not fast.
Answer: False

Each jompus is happy. Wumpuses are vumpuses. Each jompus is a wumpus. Grimpuses are dull. Numpuses are small. Every jompus is a numpus. Wumpuses are not moderate. Each shumpus is sunny. Each wumpus is a shumpus. Each grimpus is a gorpus. Stella is a grimpus. Stella is a wumpus.
Question: Is Stella moderate?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Impuses are not blue. Shumpuses are not fast. Impuses are vumpuses. Every shumpus is a jompus. Impuses are shumpuses. Shumpuses are lorpuses. Each lorpus is angry. Each dumpus is not temperate. Every dumpus is a lempus. Every vumpus is fruity. Stella is a shumpus. Stella is a dumpus.
Question: Is Stella fast?
Think step-by-step.

(1) Shumpuses are not fast.
(2) Stella is a shumpus.
(3) Stella is not fast.
Answer: False

Each jompus is happy. Wumpuses are vumpuses. Each jompus is a wumpus. Grimpuses are dull. Numpuses are small. Every jompus is a numpus. Wumpuses are moderate. Each shumpus is sunny. Each wumpus is a shumpus. Each grimpus is a gorpus. Stella is a grimpus. Stella is a wumpus.
Question: Is Stella moderate?
Think step-by-step.

","['Wumpuses are not moderate.', 'Stella is a wumpus.', 'Stella is not moderate.']",True,"['Each jompus is happy.', 'Stella is a jompus.', 'Stella is not moderate.']",False,False
"Answer True or False to the following question. Answer as in the examples.

Each sterpus is a shumpus. Every sterpus is a jompus. Brimpuses are rainy. Jompuses are not sweet. Tumpuses are wooden. Brimpuses are wumpuses. Tumpuses are lorpuses. Each tumpus is a sterpus. Every sterpus is not transparent. Each lorpus is angry. Sam is a tumpus. Sam is a brimpus.
Question: Is Sam wooden?
Think step-by-step.

(1) Tumpuses are wooden.
(2) Sam is a tumpus.
(3) Sam is wooden.
Answer: True

Gorpuses are not transparent. Every numpus is a grimpus. Every yumpus is happy. Every numpus is a brimpus. Each wumpus is not amenable. Every impus is a zumpus. Brimpuses are not blue. Grimpuses are dull. Grimpuses are wumpuses. Jompuses are not large. Gorpuses are lorpuses. Every impus is fruity. Each grimpus is an impus. Yumpuses are shumpuses. Every lorpus is a jompus. Every impus is a vumpus. Lorpuses are numpuses. Each rompus is metallic. Numpuses are slow. Lorpuses are loud. Every gorpus is a rompus. Every vumpus is temperate. Wren is a yumpus. Wren is a gorpus.
Question: Is Wren transparent?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Each sterpus is a shumpus. Every sterpus is a jompus. Brimpuses are rainy. Jompuses are not sweet. Tumpuses are wooden. Brimpuses are wumpuses. Tumpuses are lorpuses. Each tumpus is a sterpus. Every sterpus is not transparent. Each lorpus is angry. Sam is a tumpus. Sam is a brimpus.
Question: Is Sam wooden?
Think step-by-step.

(1) Tumpuses are wooden.
(2) Sam is a tumpus.
(3) Sam is wooden.
Answer: True

Gorpuses are transparent. Every numpus is a grimpus. Every yumpus is happy. Every numpus is a brimpus. Each wumpus is not amenable. Every impus is a zumpus. Brimpuses are not blue. Grimpuses are dull. Grimpuses are wumpuses. Jompuses are not large. Gorpuses are lorpuses. Every impus is fruity. Each grimpus is an impus. Yumpuses are shumpuses. Every lorpus is a jompus. Every impus is a vumpus. Lorpuses are numpuses. Each rompus is metallic. Numpuses are slow. Lorpuses are loud. Every gorpus is a rompus. Every vumpus is temperate. Wren is a yumpus. Wren is a gorpus.
Question: Is Wren transparent?
Think step-by-step.

","['Gorpuses are not transparent.', 'Wren is a gorpus.', 'Wren is not transparent.']",False,"['Every gorpus is a rompus.', 'Wren is a yumpus.', 'Wren is transparent.']",True,False
"Answer True or False to the following question. Answer as in the examples.

Every dumpus is kind. Grimpuses are vumpuses. Every shumpus is a brimpus. Each shumpus is opaque. Zumpuses are jompuses. Zumpuses are not fruity. Every dumpus is a wumpus. Every brimpus is wooden. Each shumpus is a dumpus. Every grimpus is hot. Dumpuses are yumpuses. Jompuses are not bitter. Each wumpus is moderate. Zumpuses are shumpuses. Alex is a zumpus. Alex is a grimpus.
Question: Is Alex fruity?
Think step-by-step.

(1) Zumpuses are not fruity.
(2) Alex is a zumpus.
(3) Alex is not fruity.
Answer: False

Jompuses are shumpuses. Sterpuses are jompuses. Shumpuses are dumpuses. Every rompus is a grimpus. Every yumpus is a gorpus. Each lorpus is overcast. Every rompus is a brimpus. Every grimpus is a vumpus. Every jompus is large. Sterpuses are not liquid. Every sterpus is an impus. Yumpuses are not kind. Every impus is nervous. Shumpuses are not bitter. Grimpuses are not transparent. Rompuses are loud. Every shumpus is a tumpus. Every brimpus is cold. Grimpuses are sterpuses. Every vumpus is not blue. Each dumpus is fruity. Each jompus is a lorpus. Sally is a sterpus. Sally is a yumpus.
Question: Is Sally liquid?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Every dumpus is kind. Grimpuses are vumpuses. Every shumpus is a brimpus. Each shumpus is opaque. Zumpuses are jompuses. Zumpuses are not fruity. Every dumpus is a wumpus. Every brimpus is wooden. Each shumpus is a dumpus. Every grimpus is hot. Dumpuses are yumpuses. Jompuses are not bitter. Each wumpus is moderate. Zumpuses are shumpuses. Alex is a zumpus. Alex is a grimpus.
Question: Is Alex fruity?
Think step-by-step.

(1) Zumpuses are not fruity.
(2) Alex is a zumpus.
(3) Alex is not fruity.
Answer: False

Jompuses are shumpuses. Sterpuses are jompuses. Shumpuses are dumpuses. Every rompus is a grimpus. Every yumpus is a gorpus. Each lorpus is overcast. Every rompus is a brimpus. Every grimpus is a vumpus. Every jompus is large. Sterpuses are liquid. Every sterpus is an impus. Yumpuses are not kind. Every impus is nervous. Shumpuses are not bitter. Grimpuses are not transparent. Rompuses are loud. Every shumpus is a tumpus. Every brimpus is cold. Grimpuses are sterpuses. Every vumpus is not blue. Each dumpus is fruity. Each jompus is a lorpus. Sally is a sterpus. Sally is a yumpus.
Question: Is Sally liquid?
Think step-by-step.

","['Sterpuses are not liquid.', 'Sally is a sterpus.', 'Sally is not liquid.']",,"['Every rompus is a grimpus.', 'Every rompus is a brimpus.', 'Every brimpus is cold.', 'Every brimpus is a vumpus.', 'Every vumpus is not blue.']",False,False
"Answer True or False to the following question. Answer as in the examples.

Each shumpus is not dull. Every gorpus is a shumpus. Gorpuses are brimpuses. Every sterpus is not windy. Each gorpus is wooden. Each sterpus is an impus. Alex is a gorpus. Alex is a sterpus.
Question: Is Alex wooden?
Think step-by-step.

(1) Each gorpus is wooden.
(2) Alex is a gorpus.
(3) Alex is wooden.
Answer: True

Every yumpus is a brimpus. Brimpuses are zumpuses. Every tumpus is a gorpus. Every dumpus is a rompus. Brimpuses are dumpuses. Dumpuses are grimpuses. Zumpuses are not slow. Rompuses are transparent. Yumpuses are dull. Each lempus is brown. Every tumpus is cold. Dumpuses are snowy. Every yumpus is a lempus. Brimpuses are luminous. Wren is a tumpus. Wren is a dumpus.
Question: Is Wren snowy?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Each shumpus is not dull. Every gorpus is a shumpus. Gorpuses are brimpuses. Every sterpus is not windy. Each gorpus is wooden. Each sterpus is an impus. Alex is a gorpus. Alex is a sterpus.
Question: Is Alex wooden?
Think step-by-step.

(1) Each gorpus is wooden.
(2) Alex is a gorpus.
(3) Alex is wooden.
Answer: True

Every yumpus is a brimpus. Brimpuses are zumpuses. Every tumpus is a gorpus. Every dumpus is a rompus. Brimpuses are dumpuses. Dumpuses are grimpuses. Zumpuses are not slow. Rompuses are transparent. Yumpuses are dull. Each lempus is brown. Every tumpus is cold. Dumpuses are not snowy. Every yumpus is a lempus. Brimpuses are luminous. Wren is a tumpus. Wren is a dumpus.
Question: Is Wren snowy?
Think step-by-step.

","['Dumpuses are snowy.', 'Wren is a dumpus.', 'Wren is snowy.']",,"['Every yumpus is a brimpus.', 'Wren is a tumpus.', 'Wren is a dumpus.', 'Wren is a brimpus.', 'Wren is a yumpus.', 'Wren is a brimp']",False,False
"Answer True or False to the following question. Answer as in the examples.

Each yumpus is a tumpus. Yumpuses are transparent. Each tumpus is sweet. Jompuses are bright. Each yumpus is a brimpus. Jompuses are zumpuses. Wren is a jompus. Wren is a yumpus.
Question: Is Wren transparent?
Think step-by-step.

(1) Yumpuses are transparent.
(2) Wren is a yumpus.
(3) Wren is transparent.
Answer: True

Every tumpus is a brimpus. Rompuses are tumpuses. Each shumpus is not earthy. Impuses are wumpuses. Zumpuses are sterpuses. Each tumpus is not dull. Dumpuses are metallic. Every rompus is a dumpus. Every shumpus is a yumpus. Tumpuses are shumpuses. Every sterpus is small. Each shumpus is a zumpus. Impuses are brown. Rompuses are fast. Each yumpus is amenable. Zumpuses are melodic. Brimpuses are not rainy. Every zumpus is a grimpus. Stella is a shumpus. Stella is an impus.
Question: Is Stella earthy?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Each yumpus is a tumpus. Yumpuses are transparent. Each tumpus is sweet. Jompuses are bright. Each yumpus is a brimpus. Jompuses are zumpuses. Wren is a jompus. Wren is a yumpus.
Question: Is Wren transparent?
Think step-by-step.

(1) Yumpuses are transparent.
(2) Wren is a yumpus.
(3) Wren is transparent.
Answer: True

Every tumpus is a brimpus. Rompuses are tumpuses. Each shumpus is earthy. Impuses are wumpuses. Zumpuses are sterpuses. Each tumpus is not dull. Dumpuses are metallic. Every rompus is a dumpus. Every shumpus is a yumpus. Tumpuses are shumpuses. Every sterpus is small. Each shumpus is a zumpus. Impuses are brown. Rompuses are fast. Each yumpus is amenable. Zumpuses are melodic. Brimpuses are not rainy. Every zumpus is a grimpus. Stella is a shumpus. Stella is an impus.
Question: Is Stella earthy?
Think step-by-step.

","['Each shumpus is not earthy.', 'Stella is a shumpus.', 'Stella is not earthy.']",,"['Every rompus is a dumpus.', 'Every shumpus is a yumpus.', 'Every zumpus is a grimpus.', 'Stella is a shumpus.', 'Stella is an impus.', 'Stella']",False,False
"Answer True or False to the following question. Answer as in the examples.

Every lempus is not orange. Dumpuses are melodic. Jompuses are feisty. Each grimpus is opaque. Every rompus is a grimpus. Rompuses are lempuses. Every gorpus is aggressive. Every lempus is a jompus. Vumpuses are rompuses. Each lorpus is sour. Wumpuses are not hot. Yumpuses are wumpuses. Gorpuses are impuses. Each rompus is not moderate. Gorpuses are vumpuses. Every impus is not snowy. Yumpuses are gorpuses. Lempuses are brimpuses. Lorpuses are tumpuses. Every vumpus is not metallic. Yumpuses are fruity. Vumpuses are dumpuses. Rex is a lorpus. Rex is a lempus.
Question: Is Rex orange?
Think step-by-step.

(1) Every lempus is not orange.
(2) Rex is a lempus.
(3) Rex is not orange.
Answer: False

Every rompus is a numpus. Lempuses are aggressive. Every dumpus is wooden. Each lorpus is a tumpus. Rompuses are dull. Zumpuses are red. Each sterpus is opaque. Tumpuses are rompuses. Lorpuses are bitter. Lorpuses are sterpuses. Each dumpus is a yumpus. Tumpuses are discordant. Tumpuses are zumpuses. Every rompus is a lempus. Max is a rompus. Max is a dumpus.
Question: Is Max dull?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Every lempus is not orange. Dumpuses are melodic. Jompuses are feisty. Each grimpus is opaque. Every rompus is a grimpus. Rompuses are lempuses. Every gorpus is aggressive. Every lempus is a jompus. Vumpuses are rompuses. Each lorpus is sour. Wumpuses are not hot. Yumpuses are wumpuses. Gorpuses are impuses. Each rompus is not moderate. Gorpuses are vumpuses. Every impus is not snowy. Yumpuses are gorpuses. Lempuses are brimpuses. Lorpuses are tumpuses. Every vumpus is not metallic. Yumpuses are fruity. Vumpuses are dumpuses. Rex is a lorpus. Rex is a lempus.
Question: Is Rex orange?
Think step-by-step.

(1) Every lempus is not orange.
(2) Rex is a lempus.
(3) Rex is not orange.
Answer: False

Every rompus is a numpus. Lempuses are aggressive. Every dumpus is wooden. Each lorpus is a tumpus. Rompuses are not dull. Zumpuses are red. Each sterpus is opaque. Tumpuses are rompuses. Lorpuses are bitter. Lorpuses are sterpuses. Each dumpus is a yumpus. Tumpuses are discordant. Tumpuses are zumpuses. Every rompus is a lempus. Max is a rompus. Max is a dumpus.
Question: Is Max dull?
Think step-by-step.

","['Rompuses are dull.', 'Max is a rompus.', 'Max is dull.']",False,"['Every rompus is a numpus.', 'Max is a rompus.', 'Max is not dull.']",False,False
"Answer True or False to the following question. Answer as in the examples.

Each grimpus is a jompus. Each wumpus is a yumpus. Zumpuses are impuses. Every wumpus is a lorpus. Zumpuses are snowy. Yumpuses are red. Yumpuses are sterpuses. Each yumpus is a tumpus. Grimpuses are floral. Each zumpus is a wumpus. Wumpuses are amenable. Each impus is slow. Each lorpus is dull. Tumpuses are loud. Wren is a yumpus. Wren is a grimpus.
Question: Is Wren red?
Think step-by-step.

(1) Yumpuses are red.
(2) Wren is a yumpus.
(3) Wren is red.
Answer: True

Each sterpus is wooden. Shumpuses are sterpuses. Each zumpus is an impus. Every lempus is a tumpus. Every dumpus is not small. Every shumpus is fruity. Every brimpus is not slow. Lempuses are red. Tumpuses are not mean. Every shumpus is a rompus. Lorpuses are lempuses. Yumpuses are gorpuses. Every lempus is a numpus. Each rompus is a dumpus. Each lorpus is bright. Each gorpus is loud. Rompuses are lorpuses. Yumpuses are shumpuses. Rompuses are overcast. Lorpuses are brimpuses. Yumpuses are not happy. Zumpuses are opaque. Stella is a yumpus. Stella is a zumpus.
Question: Is Stella happy?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Each grimpus is a jompus. Each wumpus is a yumpus. Zumpuses are impuses. Every wumpus is a lorpus. Zumpuses are snowy. Yumpuses are red. Yumpuses are sterpuses. Each yumpus is a tumpus. Grimpuses are floral. Each zumpus is a wumpus. Wumpuses are amenable. Each impus is slow. Each lorpus is dull. Tumpuses are loud. Wren is a yumpus. Wren is a grimpus.
Question: Is Wren red?
Think step-by-step.

(1) Yumpuses are red.
(2) Wren is a yumpus.
(3) Wren is red.
Answer: True

Each sterpus is wooden. Shumpuses are sterpuses. Each zumpus is an impus. Every lempus is a tumpus. Every dumpus is not small. Every shumpus is fruity. Every brimpus is not slow. Lempuses are red. Tumpuses are not mean. Every shumpus is a rompus. Lorpuses are lempuses. Yumpuses are gorpuses. Every lempus is a numpus. Each rompus is a dumpus. Each lorpus is bright. Each gorpus is loud. Rompuses are lorpuses. Yumpuses are shumpuses. Rompuses are overcast. Lorpuses are brimpuses. Yumpuses are happy. Zumpuses are opaque. Stella is a yumpus. Stella is a zumpus.
Question: Is Stella happy?
Think step-by-step.

","['Yumpuses are not happy.', 'Stella is a yumpus.', 'Stella is not happy.']",False,"['Yumpuses are not happy.', 'Stella is a yumpus.', 'Stella is happy.']",True,False
"Answer True or False to the following question. Answer as in the examples.

Jompuses are grimpuses. Every tumpus is happy. Lorpuses are wooden. Zumpuses are brimpuses. Every brimpus is a tumpus. Every brimpus is a numpus. Each zumpus is dull. Brimpuses are spicy. Every jompus is aggressive. Zumpuses are lorpuses. Sally is a jompus. Sally is a zumpus.
Question: Is Sally dull?
Think step-by-step.

(1) Each zumpus is dull.
(2) Sally is a zumpus.
(3) Sally is dull.
Answer: True

Lempuses are impuses. Each zumpus is brown. Every sterpus is a grimpus. Impuses are not snowy. Zumpuses are lorpuses. Lorpuses are large. Each zumpus is a lempus. Each sterpus is not sour. Each lempus is a dumpus. Lempuses are not amenable. Rex is a lempus. Rex is a sterpus.
Question: Is Rex amenable?
Think step-by-step.

",False,"Answer True or False to the following question. Answer as in the examples.

Jompuses are grimpuses. Every tumpus is happy. Lorpuses are wooden. Zumpuses are brimpuses. Every brimpus is a tumpus. Every brimpus is a numpus. Each zumpus is dull. Brimpuses are spicy. Every jompus is aggressive. Zumpuses are lorpuses. Sally is a jompus. Sally is a zumpus.
Question: Is Sally dull?
Think step-by-step.

(1) Each zumpus is dull.
(2) Sally is a zumpus.
(3) Sally is dull.
Answer: True

Lempuses are impuses. Each zumpus is brown. Every sterpus is a grimpus. Impuses are not snowy. Zumpuses are lorpuses. Lorpuses are large. Each zumpus is a lempus. Each sterpus is not sour. Each lempus is a dumpus. Lempuses are amenable. Rex is a lempus. Rex is a sterpus.
Question: Is Rex amenable?
Think step-by-step.

","['Lempuses are not amenable.', 'Rex is a lempus.', 'Rex is not amenable.']",True,"['Each lempus is amenable.', 'Rex is a lempus.', 'Rex is amenable.']",False,False
"Answer True or False to the following question. Answer as in the examples.

Every shumpus is not snowy. Every zumpus is a dumpus. Grimpuses are small. Zumpuses are not metallic. Every brimpus is a shumpus. Brimpuses are transparent. Each dumpus is not amenable. Lempuses are spicy. Zumpuses are lempuses. Tumpuses are orange. Sterpuses are tumpuses. Each sterpus is a brimpus. Brimpuses are vumpuses. Each shumpus is a lorpus. Each vumpus is fruity. Every impus is shy. Each sterpus is not dull. Jompuses are temperate. Each dumpus is a grimpus. Impuses are yumpuses. Each dumpus is a sterpus. Each shumpus is a jompus. Alex is an impus. Alex is a shumpus.
Question: Is Alex snowy?
Think step-by-step.

(1) Every shumpus is not snowy.
(2) Alex is a shumpus.
(3) Alex is not snowy.
Answer: False

Shumpuses are dumpuses. Numpuses are brimpuses. Every yumpus is moderate. Yumpuses are sterpuses. Every shumpus is blue. Each sterpus is snowy. Every numpus is angry. Each yumpus is a rompus. Numpuses are yumpuses. Brimpuses are fruity. Sam is a numpus. Sam is a shumpus.
Question: Is Sam angry?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Every shumpus is not snowy. Every zumpus is a dumpus. Grimpuses are small. Zumpuses are not metallic. Every brimpus is a shumpus. Brimpuses are transparent. Each dumpus is not amenable. Lempuses are spicy. Zumpuses are lempuses. Tumpuses are orange. Sterpuses are tumpuses. Each sterpus is a brimpus. Brimpuses are vumpuses. Each shumpus is a lorpus. Each vumpus is fruity. Every impus is shy. Each sterpus is not dull. Jompuses are temperate. Each dumpus is a grimpus. Impuses are yumpuses. Each dumpus is a sterpus. Each shumpus is a jompus. Alex is an impus. Alex is a shumpus.
Question: Is Alex snowy?
Think step-by-step.

(1) Every shumpus is not snowy.
(2) Alex is a shumpus.
(3) Alex is not snowy.
Answer: False

Shumpuses are dumpuses. Numpuses are brimpuses. Every yumpus is moderate. Yumpuses are sterpuses. Every shumpus is blue. Each sterpus is snowy. Every numpus is not angry. Each yumpus is a rompus. Numpuses are yumpuses. Brimpuses are fruity. Sam is a numpus. Sam is a shumpus.
Question: Is Sam angry?
Think step-by-step.

","['Every numpus is angry.', 'Sam is a numpus.', 'Sam is angry.']",False,"['Every shumpus is not snowy.', 'Sam is a shumpus.', 'Sam is not snowy.']",False,False
"Answer True or False to the following question. Answer as in the examples.

Every dumpus is a zumpus. Each yumpus is a jompus. Every dumpus is liquid. Dumpuses are wumpuses. Wumpuses are floral. Each yumpus is amenable. Wren is a dumpus. Wren is a yumpus.
Question: Is Wren liquid?
Think step-by-step.

(1) Every dumpus is liquid.
(2) Wren is a dumpus.
(3) Wren is liquid.
Answer: True

Yumpuses are gorpuses. Dumpuses are small. Sterpuses are not happy. Every yumpus is bitter. Every dumpus is a sterpus. Every dumpus is a lempus. Max is a dumpus. Max is a yumpus.
Question: Is Max small?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Every dumpus is a zumpus. Each yumpus is a jompus. Every dumpus is liquid. Dumpuses are wumpuses. Wumpuses are floral. Each yumpus is amenable. Wren is a dumpus. Wren is a yumpus.
Question: Is Wren liquid?
Think step-by-step.

(1) Every dumpus is liquid.
(2) Wren is a dumpus.
(3) Wren is liquid.
Answer: True

Yumpuses are gorpuses. Dumpuses are not small. Sterpuses are not happy. Every yumpus is bitter. Every dumpus is a sterpus. Every dumpus is a lempus. Max is a dumpus. Max is a yumpus.
Question: Is Max small?
Think step-by-step.

","['Dumpuses are small.', 'Max is a dumpus.', 'Max is small.']",True,"['Every yumpus is bitter.', 'Max is a yumpus.', 'Max is small.']",True,False
"Answer True or False to the following question. Answer as in the examples.

Brimpuses are wooden. Every dumpus is feisty. Vumpuses are large. Every shumpus is a wumpus. Numpuses are dull. Jompuses are sterpuses. Rompuses are not mean. Rompuses are vumpuses. Each vumpus is a tumpus. Each jompus is not earthy. Wumpuses are dumpuses. Each vumpus is a brimpus. Rompuses are numpuses. Wumpuses are rompuses. Shumpuses are slow. Each lempus is transparent. Each wumpus is brown. Shumpuses are lempuses. Max is a rompus. Max is a jompus.
Question: Is Max mean?
Think step-by-step.

(1) Rompuses are not mean.
(2) Max is a rompus.
(3) Max is not mean.
Answer: False

Every jompus is cold. Dumpuses are mean. Sterpuses are vumpuses. Grimpuses are happy. Wumpuses are grimpuses. Dumpuses are rompuses. Rompuses are bitter. Impuses are jompuses. Sterpuses are not brown. Each wumpus is a dumpus. Impuses are fast. Impuses are brimpuses. Dumpuses are impuses. Wumpuses are liquid. Sam is a sterpus. Sam is a dumpus.
Question: Is Sam mean?
Think step-by-step.

",True,"Answer True or False to the following question. Answer as in the examples.

Brimpuses are wooden. Every dumpus is feisty. Vumpuses are large. Every shumpus is a wumpus. Numpuses are dull. Jompuses are sterpuses. Rompuses are not mean. Rompuses are vumpuses. Each vumpus is a tumpus. Each jompus is not earthy. Wumpuses are dumpuses. Each vumpus is a brimpus. Rompuses are numpuses. Wumpuses are rompuses. Shumpuses are slow. Each lempus is transparent. Each wumpus is brown. Shumpuses are lempuses. Max is a rompus. Max is a jompus.
Question: Is Max mean?
Think step-by-step.

(1) Rompuses are not mean.
(2) Max is a rompus.
(3) Max is not mean.
Answer: False

Every jompus is cold. Dumpuses are not mean. Sterpuses are vumpuses. Grimpuses are happy. Wumpuses are grimpuses. Dumpuses are rompuses. Rompuses are bitter. Impuses are jompuses. Sterpuses are not brown. Each wumpus is a dumpus. Impuses are fast. Impuses are brimpuses. Dumpuses are impuses. Wumpuses are liquid. Sam is a sterpus. Sam is a dumpus.
Question: Is Sam mean?
Think step-by-step.

","['Dumpuses are mean.', 'Sam is a dumpus.', 'Sam is mean.']",True,"['Impuses are fast.', 'Sam is a sterpus.', 'Sam is not mean.']",True,False
